Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Petrol,Diesel,CNG
12500,38,7,2001,26000,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
14950,43,2,2001,25228,110,1,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
13750,39,6,2001,25062,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
12695,39,6,2001,24723,110,1,1,1600,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
14990,33,12,2001,24650,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
12750,43,2,2001,24553,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
14350,41,4,2001,24475,110,1,0,1600,5,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
12950,39,6,2001,24444,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0
11500,35,10,2001,24011,97,0,0,1400,3,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11950,41,4,2001,24000,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13450,40,5,2001,23616,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
12900,38,7,2001,22865,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
10500,41,4,2001,22780,86,1,0,1300,5,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
10950,35,10,2001,21904,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11950,41,4,2001,21651,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11450,37,8,2001,21500,110,1,0,1600,5,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
13250,44,1,2001,21027,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
10250,39,6,2001,18500,110,0,0,1600,4,5,69,1030,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13995,35,10,2001,18000,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0
11950,40,5,2001,17051,97,0,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13250,33,12,2001,16512,97,1,0,1400,5,5,19,1085,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
12950,40,5,2001,16325,110,1,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
11750,38,7,2001,16000,97,1,0,1400,5,5,85,1060,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11500,39,6,2001,12000,110,1,0,1600,5,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13500,43,2,2001,10000,97,1,0,1400,5,5,85,1060,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
6500,53,4,2000,216000,69,0,0,1900,3,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
6400,51,6,2000,198167,69,0,0,1900,4,5,185,1095,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
7000,53,4,2000,176000,69,0,0,1900,3,5,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7750,54,3,2000,174139,72,1,0,2000,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
8900,45,12,2000,174000,69,1,0,1900,5,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
8500,55,2,2000,150000,110,1,0,1600,3,5,72,1075,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
8950,54,3,2000,149329,72,1,0,2000,5,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
9900,51,6,2000,146736,110,1,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
10250,53,4,2000,143513,69,0,0,1900,5,5,185,1140,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9250,48,9,2000,142130,110,0,0,1600,5,5,197,1119,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
7750,48,9,2000,140700,69,1,0,1900,5,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
9450,54,3,2000,138394,69,1,0,1900,4,5,185,1095,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
7750,55,2,2000,137000,72,1,0,2000,5,5,185,1135,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
8250,52,5,2000,135258,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
9950,49,8,2000,131364,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
4450,56,1,2000,129155,69,0,0,1800,5,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9950,50,7,2000,126110,110,0,0,1600,3,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
9000,48,9,2000,119742,110,1,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
9950,53,4,2000,117913,69,1,0,1900,5,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
12450,47,10,2000,117430,90,1,0,2000,3,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
10500,55,2,2000,117175,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
10750,54,3,2000,115558,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0
8950,53,4,2000,115113,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
10500,54,3,2000,115046,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
5150,56,1,2000,113997,72,1,0,2000,5,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
10950,49,8,2000,107859,97,0,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9450,52,5,2000,104805,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9950,54,3,2000,103454,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
10950,51,6,2000,103018,69,0,0,1900,5,5,185,1140,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11900,47,10,2000,102352,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
9950,50,7,2000,102030,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
11950,54,3,2000,101352,110,0,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
7900,50,7,2000,99865,110,1,0,1600,4,5,69,1035,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10950,52,5,2000,99323,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
8950,48,9,2000,98100,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
11950,51,6,2000,98040,110,0,0,1600,5,5,85,1080,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10900,49,8,2000,97600,110,1,0,1600,3,5,69,1045,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0
9950,55,2,2000,97234,110,0,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
9950,51,6,2000,96135,72,0,0,2000,3,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
10950,54,3,2000,96100,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
8950,55,2,2000,94401,72,0,0,2000,3,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
8950,55,2,2000,94122,86,1,0,1300,3,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
10500,49,8,2000,91340,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
8950,53,4,2000,90200,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
9250,53,4,2000,90097,69,1,0,1900,5,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
11500,48,9,2000,89049,97,1,0,1400,5,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
9750,52,5,2000,89000,110,0,0,1600,5,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9950,45,12,2000,87274,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
11450,49,8,2000,86221,110,0,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
12500,54,3,2000,84598,110,0,0,1600,5,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0
10500,50,7,2000,83567,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
12950,50,7,2000,83106,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
12200,50,7,2000,82805,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10950,50,7,2000,82735,97,1,0,1400,3,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
10950,54,3,2000,81905,110,1,0,1600,5,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
11290,49,8,2000,80320,110,1,1,1600,3,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0
10750,49,8,2000,80090,97,1,0,1400,3,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
10895,53,4,2000,79800,110,0,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11500,47,10,2000,78785,110,1,0,1600,5,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
9750,48,9,2000,78600,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
10250,55,2,2000,77780,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
12500,49,8,2000,77648,110,0,0,1600,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
11950,54,3,2000,77270,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
10750,50,7,2000,76167,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11450,46,11,2000,75249,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
11950,54,3,2000,75231,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
11750,48,9,2000,75045,110,1,0,1600,3,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
10950,50,7,2000,74849,110,1,1,1600,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
11950,55,2,2000,74715,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
10995,49,8,2000,74656,69,0,0,1900,3,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
11450,56,1,2000,74500,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8900,49,8,2000,74494,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
10500,50,7,2000,73634,110,0,0,1587,5,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
11750,47,10,2000,73403,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
11450,49,8,2000,73175,97,1,0,1400,3,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
12000,52,5,2000,73000,110,0,0,1600,3,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
11950,50,7,2000,72242,110,0,1,1600,3,5,85,1070,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
9850,53,4,2000,72000,97,1,0,1400,3,5,69,1025,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
10950,54,3,2000,71725,110,1,0,1600,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
10950,54,3,2000,71276,110,0,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
8695,50,7,2000,70440,69,1,0,1900,3,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
10990,53,4,2000,70239,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
9500,55,2,2000,69813,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0
11950,49,8,2000,69659,86,0,0,1300,3,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0
10750,46,11,2000,69574,97,0,0,1400,5,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
8750,47,10,2000,69000,69,1,0,1900,5,5,185,1140,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8750,49,8,2000,68565,110,1,0,1600,4,5,69,1030,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
11450,55,2,2000,68520,72,1,0,2000,3,5,185,1115,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
9950,46,11,2000,68414,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11950,56,1,2000,66777,110,0,0,1600,5,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
13950,52,5,2000,66527,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
11250,54,3,2000,66063,110,1,0,1600,5,5,85,1090,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
10900,50,7,2000,65471,97,1,0,1400,5,5,85,1060,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9750,56,1,2000,65400,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9950,52,5,2000,65170,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
11950,56,1,2000,65000,110,1,0,1600,5,5,19,1075,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10450,48,9,2000,64193,110,1,0,1600,3,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8950,54,3,2000,64000,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
10250,54,3,2000,63792,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
9930,53,4,2000,63635,110,1,0,1600,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
10500,54,3,2000,63135,110,1,0,1600,3,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
11950,54,3,2000,63123,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11500,48,9,2000,63000,69,1,0,1900,5,5,185,1140,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0
11500,55,2,2000,63000,110,0,0,1600,4,5,69,1035,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
11450,54,3,2000,62987,110,0,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
9900,56,1,2000,62751,110,0,0,1600,3,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
9500,54,3,2000,62519,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
10500,50,7,2000,62280,97,1,0,1400,5,5,85,1060,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10750,50,7,2000,61672,110,0,0,1600,5,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
8950,54,3,2000,61000,69,0,0,2000,5,5,185,1140,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
12000,56,1,2000,61000,110,1,0,1600,3,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
9940,53,4,2000,60558,110,1,0,1600,4,5,19,1105,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
10950,47,10,2000,60348,110,0,0,1600,4,5,69,1030,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
10750,54,3,2000,60239,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0
9799,51,6,2000,59000,97,1,0,1400,3,5,69,1025,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
11750,51,6,2000,58761,97,0,0,1300,5,5,85,1060,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0
11950,54,3,2000,58745,110,1,0,1600,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
11250,52,5,2000,58596,110,1,0,1600,3,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
11750,54,3,2000,58530,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
10950,55,2,2000,58377,110,1,0,1600,3,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0
11250,56,1,2000,58142,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
9950,53,4,2000,57948,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9700,51,6,2000,57645,110,0,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
11950,47,10,2000,57500,110,1,0,1600,4,5,19,1105,0,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
9900,53,4,2000,57475,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
9990,55,2,2000,56743,110,0,0,1600,3,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
9475,48,9,2000,56675,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11500,54,3,2000,55877,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
11950,53,4,2000,55500,110,1,0,1600,4,5,69,1035,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
11500,55,2,2000,54900,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10500,50,7,2000,54465,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10900,46,11,2000,53700,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11700,52,5,2000,53561,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
11900,51,6,2000,53408,110,1,0,1600,5,5,85,1080,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
13950,51,6,2000,53268,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
10950,49,8,2000,53116,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10500,56,1,2000,52448,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10750,55,2,2000,52149,97,1,0,1400,3,5,19,1085,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
11950,55,2,2000,52141,110,1,0,1600,5,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
10000,56,1,2000,52000,97,0,0,1400,3,5,69,1025,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10495,48,9,2000,50967,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11450,50,7,2000,50400,110,0,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
9400,54,3,2000,50000,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
11950,51,6,2000,50000,86,1,0,1300,5,5,69,1045,1,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
9650,53,4,2000,49969,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
18950,49,8,2000,49568,110,1,0,1600,3,5,19,1105,0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
11450,51,6,2000,49473,110,0,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
10250,52,5,2000,49432,110,1,0,1600,3,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0
11450,48,9,2000,49417,110,1,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
9950,54,3,2000,49366,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10500,56,1,2000,48731,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
13750,54,3,2000,48370,110,1,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0
9950,48,9,2000,48071,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
